Activity Type,Date,Favorite,Title,Place,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cardio,8/29/2022 8:54,FALSE,Cardio,Unknown,0,30,03:54.5,160,173,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:54.5,1,NaN,--,--,--,--,--,--,--,--,0:00:00,03:54.5,--,--
Running,8/27/2022 8:19,FALSE,Zemst Running,Zemst,2.64,133,0:15:09,159,191,3.7,170,177,5:44,5:15,12,11,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:35.4,3,NaN,--,--,--,--,--,--,--,--,00:NaN:NaN,0:17:21,8,17
Strength Training,8/26/2022 17:51,FALSE,Strength,Unknown,0,134,0:17:44,162,178,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,52,1,No,0:17:44,1,NaN,--,--,--,--,--,--,--,--,0:17:44,0:21:20,--,--
Cardio,8/26/2022 17:44,FALSE,Cardio,Unknown,0,28,03:51.9,152,167,1.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:51.9,1,NaN,--,--,--,--,--,--,--,--,0:00:00,03:51.9,--,--
Strength Training,8/24/2022 21:35,FALSE,Strength,Unknown,0,147,0:21:28,150,167,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,83,1,No,0:21:28,1,NaN,--,--,--,--,--,--,--,--,0:21:28,0:25:28,--,--
Running,8/24/2022 21:28,FALSE,Running,Unknown,0.82,41,05:12.4,166,175,2.2,158,165,6:22,5:42,--,--,0.99,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:12.4,1,NaN,--,--,--,--,--,--,--,--,0:05:12,05:12.4,--,--
Running,8/21/2022 9:32,FALSE,Zemst Running,Zemst,3.12,154,0:18:03,166,189,3.8,168,211,5:48,5:25,11,7,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:41.3,4,NaN,--,--,--,--,--,--,--,--,0:17:55,0:26:28,7,17
Strength Training,8/20/2022 16:09,FALSE,Strength,Unknown,0,131,0:17:22,160,186,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,33,1,No,0:17:22,1,NaN,--,--,--,--,--,--,--,--,0:17:22,0:20:42,--,--
Strength Training,8/17/2022 15:53,FALSE,Strength,Unknown,0,166,0:30:39,139,176,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,68,1,No,0:30:39,1,NaN,--,--,--,--,--,--,--,--,0:30:39,0:35:35,--,--
Strength Training,8/13/2022 8:45,FALSE,Strength,Unknown,0,115,0:21:37,134,175,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,56,1,No,0:21:37,1,NaN,--,--,--,--,--,--,--,--,0:21:37,0:26:41,--,--
Strength Training,8/8/2022 14:43,FALSE,Strength,Unknown,0,145,0:21:43,147,166,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,94,1,No,0:21:43,1,NaN,--,--,--,--,--,--,--,--,0:21:43,0:26:55,--,--
Strength Training,8/6/2022 9:05,FALSE,Strength,Unknown,0,177,0:41:05,128,171,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,100,1,No,0:41:05,1,NaN,--,--,--,--,--,--,--,--,0:41:05,0:48:56,--,--
Strength Training,8/1/2022 16:33,FALSE,Strength,Unknown,0,194,0:30:04,150,173,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,140,1,No,0:30:04,1,NaN,--,--,--,--,--,--,--,--,0:30:04,0:35:15,--,--
Strength Training,7/31/2022 9:17,FALSE,Strength,Unknown,0,123,0:19:44,143,168,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,71,1,No,0:19:44,1,NaN,--,--,--,--,--,--,--,--,0:19:44,0:27:59,--,--
Strength Training,7/30/2022 11:49,FALSE,Strength,Unknown,0,101,0:21:20,124,157,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,90,1,No,0:21:20,1,NaN,--,--,--,--,--,--,--,--,0:21:20,0:28:41,--,--
Strength Training,7/27/2022 17:52,FALSE,Strength,Unknown,0,117,0:20:32,135,160,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,58,1,No,0:20:32,1,NaN,--,--,--,--,--,--,--,--,0:20:32,0:26:09,--,--
Running,7/26/2022 18:38,FALSE,Zemst Running,Zemst,2.34,117,0:13:35,163,187,3.4,169,174,5:48,5:06,11,14,1.02,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:54.1,3,NaN,--,--,--,--,--,--,--,--,0:13:33,0:13:35,8,21
Pool Swim,7/24/2022 16:50,FALSE,Pool Swimming,Pool,525,107,0:11:57,106,140,0.3,--,--,1:51,0:52,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,210,38,22,NaN,--,No,00:02.9,6,NaN,--,--,--,--,--,--,--,--,09:44.3,0:18:50,--,--
Running,7/23/2022 8:24,FALSE,Middelkerke Running,Middelkerke,2.45,125,0:14:35,177,193,3.6,168,177,5:57,5:41,--,--,1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:34.5,3,NaN,--,--,--,--,--,--,--,--,0:14:24,0:16:11,--,--
Pool Swim,7/18/2022 14:46,FALSE,Pool Swimming,Pool,925,201,0:16:34,124,152,1.4,--,--,1:32,0:52,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,316,32,22,NaN,--,No,05:16.2,3,NaN,--,--,--,--,--,--,--,--,0:14:15,0:19:30,--,--
Running,7/17/2022 14:04,FALSE,Zemst Running,Zemst,3.31,166,0:20:25,160,184,3.6,162,174,6:10,5:32,8,7,1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:50.0,4,NaN,--,--,--,--,--,--,--,--,0:20:18,1:05:48,4,12
Strength Training,7/17/2022 10:08,FALSE,Strength,Unknown,0,62,08:09.6,160,172,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,31,1,No,08:09.6,1,NaN,--,--,--,--,--,--,--,--,08:09.6,09:32.0,--,--
Running,7/17/2022 9:43,FALSE,Zemst Running,Zemst,2.64,133,0:15:24,168,191,3.6,169,174,5:50,5:19,10,10,1.01,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:37.1,3,NaN,--,--,--,--,--,--,--,--,0:15:20,0:17:21,8,17
Running,7/16/2022 10:01,FALSE,Zemst Running,Zemst,3.8,191,0:22:03,169,188,3.8,168,235,5:48,5:23,17,17,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:32.9,4,NaN,--,--,--,--,--,--,--,--,0:21:57,0:32:23,7,17
Strength Training,7/7/2022 9:20,FALSE,Strength,Unknown,0,165,0:26:55,141,172,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,101,1,No,0:26:55,1,NaN,--,--,--,--,--,--,--,--,0:26:55,0:35:55,--,--
Walking,7/6/2022 8:24,FALSE,Auronzo di Cadore Walking,Unknown,2.93,293,1:20:33,109,131,2,52,231,27:30:00,10:31,155,80,0.7,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:13:37,3,NaN,--,--,--,--,--,--,--,--,0:41:40,1:53:23,"2,301","2,401"
Running,7/5/2022 9:30,FALSE,Running,Unknown,1.06,59,07:18.1,166,181,2.6,149,167,6:54,5:39,--,--,0.97,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:34.3,2,NaN,--,--,--,--,--,--,--,--,07:02.8,07:18.1,--,--
Strength Training,7/5/2022 9:04,FALSE,Strength,Unknown,0,112,0:18:27,139,168,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,84,1,No,0:18:27,1,NaN,--,--,--,--,--,--,--,--,0:18:27,0:22:22,--,--
Cardio,7/1/2022 16:07,FALSE,Cardio,Unknown,0,126,0:21:30,135,180,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:21:30,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:23:47,--,--
Strength Training,6/30/2022 9:47,FALSE,Strength,Unknown,0,82,0:12:41,142,163,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,30,1,No,0:12:41,1,NaN,--,--,--,--,--,--,--,--,0:12:41,0:15:24,--,--
Running,6/30/2022 9:06,FALSE,Zemst Running,Zemst,3.18,166,0:18:46,176,192,3.6,164,172,5:54,5:32,12,16,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:00.6,4,NaN,--,--,--,--,--,--,--,--,0:18:36,0:26:47,8,17
Strength Training,6/28/2022 15:37,FALSE,Strength,Unknown,0,82,0:14:37,131,156,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,35,1,No,0:14:37,1,NaN,--,--,--,--,--,--,--,--,0:14:37,0:19:31,--,--
Cardio,6/25/2022 15:53,FALSE,Cardio,Unknown,0,185,0:25:48,153,185,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:25:48,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:28:39,--,--
Strength Training,6/25/2022 15:29,FALSE,Strength,Unknown,0,74,0:14:08,128,164,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,58,1,No,0:14:08,1,NaN,--,--,--,--,--,--,--,--,0:14:08,0:18:55,--,--
Strength Training,6/24/2022 13:13,FALSE,Strength,Unknown,0,123,0:16:38,151,174,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,107,1,No,0:16:38,1,NaN,--,--,--,--,--,--,--,--,0:16:38,0:22:28,--,--
Strength Training,6/23/2022 9:18,FALSE,Strength,Unknown,0,144,0:25:22,133,163,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,105,1,No,0:25:22,1,NaN,--,--,--,--,--,--,--,--,0:25:22,0:36:02,--,--
Strength Training,6/22/2022 15:09,FALSE,Strength,Unknown,0,159,0:24:03,146,172,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,34,1,No,0:24:03,1,NaN,--,--,--,--,--,--,--,--,0:24:03,0:30:27,--,--
Cardio,6/15/2022 13:54,FALSE,Cardio,Unknown,0,107,0:14:10,152,178,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:14:10,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:14:10,--,--
Strength Training,6/15/2022 13:16,FALSE,Strength,Unknown,0,156,0:22:41,146,171,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,67,1,No,0:22:41,1,NaN,--,--,--,--,--,--,--,--,0:22:41,0:37:51,--,--
Strength Training,6/14/2022 15:31,FALSE,Strength,Unknown,0,181,0:25:48,144,179,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,82,1,No,0:25:48,1,NaN,--,--,--,--,--,--,--,--,0:25:48,0:38:25,--,--
Cardio,6/12/2022 16:05,FALSE,Cardio,Unknown,0,237,0:34:06,154,180,3.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:34:06,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:40:13,--,--
Strength Training,6/9/2022 15:54,FALSE,Strength,Unknown,0,187,0:25:02,150,167,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,96,1,No,0:25:02,1,NaN,--,--,--,--,--,--,--,--,0:25:02,0:36:04,--,--
Strength Training,6/7/2022 16:17,FALSE,Strength,Unknown,0,148,0:23:32,139,164,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,109,1,No,0:23:32,1,NaN,--,--,--,--,--,--,--,--,0:23:32,0:39:14,--,--
Strength Training,6/6/2022 14:28,FALSE,Strength,Unknown,0,228,0:29:11,157,185,3.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,138,1,No,0:29:11,1,NaN,--,--,--,--,--,--,--,--,0:29:11,0:40:35,--,--
Cardio,6/4/2022 16:22,FALSE,Cardio,Unknown,0,42,06:38.8,135,177,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,06:38.8,1,NaN,--,--,--,--,--,--,--,--,0:00:00,09:55.7,--,--
Strength Training,6/4/2022 15:45,FALSE,Strength,Unknown,0,119,0:20:54,133,159,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,69,1,No,0:20:54,1,NaN,--,--,--,--,--,--,--,--,0:20:54,0:33:39,--,--
Cardio,6/3/2022 10:33,FALSE,Cardio,Unknown,0,76,0:11:24,138,168,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:11:24,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:13:53,--,--
Strength Training,6/2/2022 14:40,FALSE,Strength,Unknown,0,155,0:24:23,138,164,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,119,1,No,0:24:23,1,NaN,--,--,--,--,--,--,--,--,0:24:23,0:37:03,--,--
Cardio,6/1/2022 16:04,FALSE,Cardio,Unknown,0,52,06:03.9,165,178,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,06:03.9,1,NaN,--,--,--,--,--,--,--,--,0:00:00,07:08.6,--,--
Strength Training,6/1/2022 15:34,FALSE,Strength,Unknown,0,122,0:18:56,135,171,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,75,1,No,0:18:56,1,NaN,--,--,--,--,--,--,--,--,0:18:56,0:27:43,--,--
Strength Training,5/31/2022 13:10,FALSE,Strength,Unknown,0,239,0:29:47,157,179,3.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,165,1,No,0:29:47,1,NaN,--,--,--,--,--,--,--,--,0:29:47,0:40:04,--,--
Cardio,5/28/2022 15:27,FALSE,Cardio,Unknown,0,56,06:42.5,161,183,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,06:42.5,1,NaN,--,--,--,--,--,--,--,--,0:00:00,07:27.3,--,--
Strength Training,5/28/2022 15:02,FALSE,Strength,Unknown,0,113,0:17:07,137,176,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,81,1,No,0:17:07,1,NaN,--,--,--,--,--,--,--,--,0:17:07,0:24:27,--,--
Cardio,5/27/2022 17:07,FALSE,Cardio,Unknown,0,134,0:15:42,161,185,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:42,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:16:25,--,--
Strength Training,5/27/2022 17:01,FALSE,Strength,Unknown,0,16,03:42.8,111,124,0.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,03:42.8,1,NaN,--,--,--,--,--,--,--,--,03:42.8,04:12.7,--,--
Cardio,5/25/2022 14:33,FALSE,Cardio,Unknown,0,139,0:17:41,157,184,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:17:41,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:24:39,--,--
Strength Training,5/25/2022 14:01,FALSE,Strength,Unknown,0,136,0:19:43,144,168,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,96,1,No,0:19:43,1,NaN,--,--,--,--,--,--,--,--,0:19:43,0:29:54,--,--
Strength Training,5/24/2022 10:03,FALSE,Strength,Unknown,0,191,0:23:00,159,179,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,118,1,No,0:23:00,1,NaN,--,--,--,--,--,--,--,--,0:23:00,0:33:33,--,--
Cardio,5/22/2022 15:31,FALSE,Cardio,Unknown,0,68,08:15.9,157,177,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,08:15.9,1,NaN,--,--,--,--,--,--,--,--,0:00:00,08:15.9,--,--
Strength Training,5/22/2022 15:08,FALSE,Strength,Unknown,0,84,0:14:45,129,168,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,56,1,No,0:14:45,1,NaN,--,--,--,--,--,--,--,--,0:14:45,0:20:55,--,--
Strength Training,5/19/2022 15:29,FALSE,Strength,Unknown,0,147,0:25:48,132,163,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,102,1,No,0:25:48,1,NaN,--,--,--,--,--,--,--,--,0:25:48,0:32:33,--,--
Cardio,5/18/2022 8:53,FALSE,Cardio,Unknown,0,50,05:32.4,172,179,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:32.4,1,NaN,--,--,--,--,--,--,--,--,0:00:00,07:56.8,--,--
Strength Training,5/18/2022 8:16,FALSE,Strength,Unknown,0,242,0:29:00,160,178,3.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,164,1,No,0:29:00,1,NaN,--,--,--,--,--,--,--,--,0:29:00,0:37:05,--,--
Pool Swim,5/16/2022 18:46,FALSE,Pool Swimming,Pool,450,95,0:11:31,111,152,0.7,--,--,1:37,0:58,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,168,34,23,NaN,--,No,0:11:31,1,NaN,--,--,--,--,--,--,--,--,07:18.7,0:11:36,--,--
Strength Training,5/16/2022 17:02,FALSE,Strength,Unknown,0,156,0:36:39,117,147,1.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:36:39,1,NaN,--,--,--,--,--,--,--,--,0:36:39,0:36:39,--,--
Yoga,5/15/2022 16:46,FALSE,Yoga,Unknown,--,29,0:11:37,94,116,0.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,--,1,No,0:11:37,1,NaN,17,12,24,14,66,80,69,96,0:11:37,0:11:37,--,--
Strength Training,5/12/2022 15:51,FALSE,Strength,Unknown,0,184,0:26:29,147,178,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,133,1,No,0:26:29,1,NaN,--,--,--,--,--,--,--,--,0:26:29,0:38:52,--,--
Strength Training,5/11/2022 13:42,FALSE,Strength,Unknown,0,237,0:30:22,156,180,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,52,1,No,0:30:22,1,NaN,--,--,--,--,--,--,--,--,0:30:22,0:38:20,--,--
Strength Training,5/10/2022 8:05,FALSE,Strength,Unknown,0,255,0:30:07,166,184,3.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,228,1,No,0:30:07,1,NaN,--,--,--,--,--,--,--,--,0:30:07,0:39:24,--,--
Strength Training,5/8/2022 10:46,FALSE,Strength,Unknown,0,135,0:26:53,123,152,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,86,1,No,0:26:53,1,NaN,--,--,--,--,--,--,--,--,0:26:53,0:34:01,--,--
Strength Training,5/7/2022 11:36,FALSE,Strength,Unknown,0,123,0:23:25,126,160,1.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,116,1,No,0:23:25,1,NaN,--,--,--,--,--,--,--,--,0:23:25,0:32:32,--,--
Running,5/2/2022 14:56,FALSE,Zemst Running,Zemst,3.01,163,0:17:32,184,196,3.3,170,175,5:49,5:17,5,3,1.01,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:08.0,4,NaN,--,--,--,--,--,--,--,--,0:17:27,0:25:07,7,14
Cycling,5/2/2022 14:38,FALSE,Zemst Cycling,Zemst,3.01,125,0:17:40,143,181,2.1,--,--,10.2,16.9,10,4,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:17:40,1,NaN,--,--,--,--,--,--,--,--,0:17:27,0:17:40,5,15
Running,5/2/2022 14:26,FALSE,Zemst Running,Zemst,2.01,106,0:11:11,154,175,3,172,177,5:34,5:12,--,3,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:02.0,3,NaN,--,--,--,--,--,--,--,--,0:11:11,0:11:11,7,12
Strength Training,5/1/2022 13:46,FALSE,Strength,Unknown,0,166,0:30:09,129,171,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,111,1,No,0:30:09,1,NaN,--,--,--,--,--,--,--,--,0:30:09,0:40:47,--,--
Strength Training,4/30/2022 15:29,FALSE,Strength,Unknown,0,157,0:34:44,121,152,1.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,118,1,No,0:34:44,1,NaN,--,--,--,--,--,--,--,--,0:34:44,0:46:19,--,--
Strength Training,4/27/2022 8:29,FALSE,Strength,Unknown,0,206,0:34:42,139,172,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,200,1,No,0:34:42,1,NaN,--,--,--,--,--,--,--,--,0:34:42,0:48:56,--,--
Running,4/24/2022 14:41,FALSE,Zemst Running,Zemst,5.01,263,0:28:16,171,196,4.2,168,179,5:39,5:05,15,17,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:01.9,6,NaN,--,--,--,--,--,--,--,--,0:28:04,1:16:59,5,18
Strength Training,4/23/2022 9:49,FALSE,Strength,Unknown,0,164,0:26:30,137,170,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,98,1,No,0:26:30,1,NaN,--,--,--,--,--,--,--,--,0:26:30,0:36:40,--,--
Strength Training,4/22/2022 14:12,FALSE,Strength,Unknown,0,205,0:32:14,143,173,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,68,1,No,0:32:14,1,NaN,--,--,--,--,--,--,--,--,0:32:14,0:45:26,--,--
Strength Training,4/20/2022 9:25,FALSE,Strength,Unknown,0,158,0:23:14,141,172,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,92,1,No,0:23:14,1,NaN,--,--,--,--,--,--,--,--,0:23:14,0:40:18,--,--
Running,4/17/2022 15:09,FALSE,Zemst Running,Zemst,3.02,162,0:17:44,174,205,4,169,180,5:52,5:22,5,2,1.01,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:08.5,4,NaN,--,--,--,--,--,--,--,--,0:17:30,0:32:52,5,12
Running,4/17/2022 14:45,FALSE,Zemst Running,Zemst,2,108,0:11:36,160,191,3.1,173,177,5:47,5:17,5,3,1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:01.8,3,NaN,--,--,--,--,--,--,--,--,0:11:32,0:11:36,5,10
Running,4/16/2022 8:23,FALSE,Zemst Running,Zemst,2.25,112,0:12:29,164,184,3.1,173,179,5:32,5:10,7,6,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:22.9,3,NaN,--,--,--,--,--,--,--,--,0:12:28,0:13:23,8,17
Running,4/15/2022 17:19,FALSE,Zemst Running,Zemst,2,106,0:11:14,165,189,3.1,171,177,5:37,5:14,5,3,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:34.5,2,NaN,--,--,--,--,--,--,--,--,0:11:14,0:12:25,7,12
Indoor Rowing,4/14/2022 12:48,FALSE,Indoor Rowing,Indoor,--,37,05:14.5,140,166,1.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,174,NaN,NaN,NaN,--,No,05:14.5,1,NaN,--,--,--,--,--,--,--,--,0:00:00,05:45.8,--,--
Running,4/12/2022 8:34,FALSE,Zemst Running,Zemst,2.16,112,0:11:58,160,175,3.1,172,241,5:32,5:03,8,6,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:51.1,3,NaN,--,--,--,--,--,--,--,--,0:11:50,0:13:18,8,17
Running,4/11/2022 12:51,FALSE,Zemst Running,Zemst,1.3,68,07:20.4,150,174,2.7,172,182,5:40,5:09,3,3,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:41.6,2,NaN,--,--,--,--,--,--,--,--,07:19.6,08:57.0,6,14
Running,4/11/2022 10:47,FALSE,Zemst Running,Zemst,1.97,94,0:10:44,152,173,2.9,166,177,5:27,4:53,5,5,1.1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:16.7,2,NaN,--,--,--,--,--,--,--,--,0:10:39,0:15:07,8,17
Strength Training,4/9/2022 9:14,FALSE,Strength,Unknown,0,116,0:18:07,136,163,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,51,1,No,0:18:07,1,NaN,--,--,--,--,--,--,--,--,0:18:07,0:25:57,--,--
Strength Training,4/7/2022 10:28,FALSE,Strength,Unknown,0,151,0:21:13,143,166,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,52,1,No,0:21:13,1,NaN,--,--,--,--,--,--,--,--,0:21:13,0:27:03,--,--
